ncessch,name,state_code,latitude,longitude,zip_code,city,address,school_type,school_type_text,total_students,total_09,total_10,total_11,total_12,total_white,total_black,total_hispanic,total_asian,total_amerindian,total_nativehawaii,total_tworaces,free_reduced_lunch
A0792095,BLACKHAWK CHRISTIAN SCHOOL,IN,41.10556,-85.046071,46815,FORT WAYNE,7400 E STATE BLVD,1,Regular elementary or secondary,727,61,69,61,56,618,23,27,16,0,0,43,0
A0792106,NOTRE DAME JR/SR HIGH SCHOOL,PA,41.003496,-75.167326,18301,EAST STROUDSBURG,60 SPANGENBURG AVE,1,Regular elementary or secondary,317,59,49,52,75,206,27,37,20,0,1,26,42
A0900020,CULLMAN CHRISTIAN SCHOOL,AL,34.16768,-86.846811,35056,CULLMAN,PO BOX 2655,1,Regular elementary or secondary,154,8,10,2,11,150,3,1,0,0,0,0,0
A0900116,BIOS CHRISTIAN ACADEMY,AZ,33.37306,-111.772881,85234,GILBERT,1249 N LINDSAY RD,1,Regular elementary or secondary,219,18,18,16,17,181,3,23,10,1,0,1,0
A0900119,CENTENNIAL ACADEMY,AZ,36.957375,-112.982226,86021,COLORADO CITY,PO BOX 188,1,Regular elementary or secondary,116,0,47,35,34,116,0,0,0,0,0,0,0
A0900170,PROVIDENCE CLASSICAL CHRISTIAN ACADEMY,AR,36.287872,-94.188353,72745,LOWELL,PO BOX 173,1,Regular elementary or secondary,465,30,22,33,15,444,5,4,5,3,0,4,0
A0900244,BROOKSIDE CHRISTIAN SCHOOL,CA,37.9886,-121.315841,95207,STOCKTON,915 ROSEMARIE LN,1,Regular elementary or secondary,355,27,29,39,24,145,97,75,32,4,1,1,25
A0900259,CATHEDRAL CATHOLIC HIGH SCHOOL,CA,32.95965,-117.201461,92130,SAN DIEGO,5555 DEL MAR HEIGHTS RD,1,Regular elementary or secondary,1560,459,413,367,321,1358,33,108,27,9,12,13,0
A0900415,MATER DEI CATHOLIC HIGH SCHOOL,CA,32.62117,-116.975481,91913,CHULA VISTA,1615 MATER DEI DR,1,Regular elementary or secondary,702,177,164,191,170,63,40,484,82,2,4,27,0
A0900487,PROVIDENCE,CA,34.427277,-119.693375,93103,SANTA BARBARA,630 E CANON PERDIDO ST,1,Regular elementary or secondary,256,20,22,18,13,174,11,44,8,4,4,11,0
A0900624,XAVIER COLLEGE PREPARATORY HIGH SCHOOL,CA,33.795893,-116.351221,92211,PALM DESERT,34200 COOK ST,1,Regular elementary or secondary,565,135,144,147,139,268,24,125,23,3,0,122,0
A0900680,VALOR CHRISTIAN HIGH SCHOOL,CO,39.54051,-104.943051,80126,HIGHLANDS RANCH,3775 GRACE BLVD,1,Regular elementary or secondary,929,257,257,220,195,770,24,59,37,1,8,30,0
A0900684,FAITH PREP SCHOOL,CT,41.502,-73.417761,06776,NEW MILFORD,600 DANBURY RD,1,Regular elementary or secondary,116,13,11,13,16,75,16,13,2,0,0,10,0
A0900685,HAMDEN HALL COUNTRY DAY SCHOOL,CT,41.34165,-72.913801,06517,HAMDEN,1108 WHITNEY AVE,1,Regular elementary or secondary,562,77,77,70,81,355,60,23,95,1,1,27,0
A0900784,AMERICAN PREPARATORY ACADEMY,FL,26.0602,-80.259371,33328,DAVIE,4850 S PINE ISLAND RD,1,Regular elementary or secondary,164,18,15,18,17,60,30,68,6,0,0,0,0
A0900799,ROHR BAIS CHAYA ACADEMY,FL,26.22319,-80.252061,33321,TAMARAC,8100 N UNIVERSITY DR,1,Regular elementary or secondary,63,17,20,13,13,57,0,6,0,0,0,0,0
A0900927,FRANKLIN ACADEMY,FL,30.41117,-84.293771,32305,TALLAHASSEE,615 TUSKEGEE ST,1,Regular elementary or secondary,44,2,2,7,12,0,44,0,0,0,0,0,0
A0901033,LINCOLN-MARTI SCHOOLS # 10,FL,25.77298,-80.211661,33135,MIAMI,2700 SW 8TH ST,1,Regular elementary or secondary,400,25,30,30,30,9,31,360,0,0,0,0,0
A0901086,NORTH FLORIDA EDUCATIONAL INSTITUTE,FL,30.3862,-81.643161,32208,JACKSONVILLE,580 LAWTON AVE,1,Regular elementary or secondary,340,39,38,32,31,10,329,1,0,0,0,0,326
A0901096,OUT OF DOOR ACADEMY-UPPER SCHOOL,FL,27.28595,-82.560031,34240,SARASOTA,5950 DEER DR,1,Regular elementary or secondary,700,83,66,76,46,609,33,25,33,0,0,0,0
A0901154,BETTON HILLS SCHOOL,FL,30.47248,-84.264741,32308,TALLAHASSEE,2205 THOMASVILLE RD,1,Regular elementary or secondary,100,9,7,9,12,11,73,0,1,0,0,15,0
A0901195,TEMPLE CHRISTIAN ACADEMY,FL,30.26173,-81.766571,32210,JACKSONVILLE,4200 GEORGETOWN DR,1,Regular elementary or secondary,167,9,19,15,13,39,110,4,0,0,0,14,0
A0901250,WASHBURN ACADEMY,FL,27.94842,-82.795301,33756,CLEARWATER,805 DEMPSEY ST,1,Regular elementary or secondary,140,14,13,13,13,104,14,16,6,0,0,0,0
A0901307,FAITH CHRISTIAN ACADEMY OF GRIFFIN,GA,33.25079,-84.270891,30292,WILLIAMSON,PO BOX 824,1,Regular elementary or secondary,105,11,8,9,17,67,34,0,1,0,3,0,0
A0901321,HOLY GROUND BAPTIST ACADEMY,GA,33.483967,-85.097828,30170,ROOPVILLE,1355 N HIGHWAY 27,1,Regular elementary or secondary,160,7,7,16,15,144,6,5,2,0,0,3,0
A0901360,STRONG ROCK CHRISTIAN SCHOOL,GA,33.34162,-84.132801,30248,LOCUST GROVE,4200 STRONG ROCK PKWY,1,Regular elementary or secondary,776,81,59,63,61,623,67,35,6,1,0,44,0
A0901364,THE CAMPUS SCHOOLS,GA,33.41024,-84.560531,30269,PEACHTREE CITY,300 TIVOLI GARDENS RD STE 100,1,Regular elementary or secondary,118,16,16,30,35,70,31,15,2,0,0,0,0
A0901377,WALTON COUNTY CHRISTIAN LEARNING CENTER,GA,33.817452,-83.742436,30655,MONROE,PO BOX 678,1,Regular elementary or secondary,620,100,120,100,100,400,200,15,5,0,0,0,0
A0901385,CALVARY CHAPEL CHRISTIAN SCHOOL,HI,21.3996,-157.948341,96701,AIEA,98-1016 KOMO MAI DR,1,Regular elementary or secondary,178,7,14,12,12,2,3,10,160,0,1,2,0
A0901419,CATHEDRAL BAPTIST SCHOOL,IL,42.20002,-89.032021,61109,ROCKFORD,5622 35TH ST,1,Regular elementary or secondary,130,8,5,5,11,108,2,12,1,0,0,7,0
A0901423,CHRIST THE KING JESUIT COLLEGE PREPARATORY SCHOOL,IL,41.876735,-87.752881,60644,CHICAGO,5088 W JACKSON BLVD,1,Regular elementary or secondary,339,155,79,43,62,0,331,6,0,0,0,2,0
A0901445,GATEWAY LEGACY CHRISTIAN ACADEMY,IL,38.759248,-89.94621,62034,GLEN CARBON,97 OAKLAWN DR,1,Regular elementary or secondary,118,8,17,18,11,66,8,20,20,0,0,4,0
A0901543,CHRIST PREPARATORY ACADEMY,KS,38.97177,-94.768191,66219,LENEXA,15700 W 87TH STREET PKWY STE 200,1,Regular elementary or secondary,188,30,23,20,18,163,8,10,4,0,0,3,0
A0901554,LAKESIDE CHRISTIAN ACADEMY,KY,38.156684,-83.463901,40351,MOREHEAD,2535 US HIGHWAY 60 W,1,Regular elementary or secondary,149,9,10,5,13,140,1,1,0,0,0,7,0
A0901571,ARCHBISHOP HANNAN HIGH SCHOOL,LA,30.46796,-90.181781,70433,COVINGTON,71324 HIGHWAY 1077,1,Regular elementary or secondary,582,138,137,102,101,533,10,21,1,1,0,16,25
A0901575,ASCENSION CHRISTIAN HIGH SCHOOL,LA,30.28183,-90.897721,70737,GONZALES,14408 E A ACADEMY RD,1,Regular elementary or secondary,193,34,26,31,30,159,25,5,3,0,0,1,0
A0901581,UNIVERSITY ACADEMY,LA,31.17792,-92.416161,71302,ALEXANDRIA,141 MIDDLETON DR,1,Regular elementary or secondary,380,34,61,48,47,227,145,8,0,0,0,0,0
A0901599,JOHN PAUL THE GREAT ACADEMY,LA,30.22915,-91.983901,70501,LAFAYETTE,1522 CARMEL DR,1,Regular elementary or secondary,251,22,14,13,12,220,25,6,0,0,0,0,0
A0901601,ST MARY'S ACADEMY,LA,30.011563,-90.0068,70126,NEW ORLEANS,6905 CHEF MENTEUR HWY,1,Regular elementary or secondary,614,57,51,61,34,0,613,1,0,0,0,0,614
A0901605,ST AUGUSTINE HIGH SCHOOL,LA,29.98364,-90.068281,70119,NEW ORLEANS,2600 A P TUREAUD AVE,1,Regular elementary or secondary,651,134,98,90,105,1,647,3,0,0,0,0,0
A0901619,IRONWOOD (NTLP),ME,44.46206,-69.207761,04952,MORRILL,67 CAPTAIN CUSHMAN RD,1,Regular elementary or secondary,35,4,10,7,12,30,0,3,2,0,0,0,0
A0901645,BROOKEWOOD SCHOOL,MD,39.02632,-77.074151,20895,KENSINGTON,10401 ARMORY AVE,1,Regular elementary or secondary,151,13,16,20,17,120,10,12,9,0,0,0,0
A0901656,CRISTO REY JESUIT HIGH SCHOOL,MD,39.29611,-76.587981,21231,BALTIMORE,420 S CHESTER ST,1,Regular elementary or secondary,348,117,83,91,57,7,259,59,1,0,0,22,135
A0901879,ST PHILIP CATHOLIC CENTRAL HIGH SCHOOL,MI,42.320939,-85.178236,49017,BATTLE CREEK,20 CHERRY ST,1,Regular elementary or secondary,147,36,28,40,43,117,4,12,11,0,0,3,0
A0901910,CRISTO REY JESUIT HIGH SCHOOL TWIN CITIES,MN,44.94951,-93.270921,55408,MINNEAPOLIS,2924 4TH AVE S,1,Regular elementary or secondary,405,143,97,89,76,8,77,312,0,0,0,8,365
A0901987,NORTH NEW SUMMIT SCHOOL,MS,33.52857,-90.171263,39236,JACKSON,P. O. BOX 12347,1,Regular elementary or secondary,150,16,15,14,16,97,42,5,4,1,0,1,0
A0901994,VICKSBURG COMMUNITY SCHOOL,MS,32.24398,-90.803031,39056,CLINTON,904 OAKHILL CIRCLE,1,Regular elementary or secondary,83,15,10,20,20,45,28,0,4,0,0,6,0
A0902021,MISSOURI TORAH INSTITUTE,MO,38.63996,-90.571241,63017,CHESTERFIELD,1809 CLARKSON RD,1,Regular elementary or secondary,47,11,16,9,11,46,0,1,0,0,0,0,0
A0902052,CHRYSALIS SCHOOL,MT,48.94875,-115.127651,59917,EUREKA,77 TRAILS END RD,1,Regular elementary or secondary,38,8,8,11,11,22,1,6,2,2,1,4,0
A0902103,TRINITY INTERNATIONAL SCHOOL,NV,36.16903,-115.196291,89107,LAS VEGAS,4141 MEADOWS LN,1,Regular elementary or secondary,87,19,11,16,25,23,2,9,49,0,1,3,0
A0902120,BRURIAH HIGH SCHOOL FOR GIRLS,NJ,40.68203,-74.216005,07208,ELIZABETH,35 NORTH AVE,1,Regular elementary or secondary,379,88,89,87,84,376,3,0,0,0,0,0,0
A0902197,REENAS BAIS YAAKOV,NJ,40.504612,-74.417425,08904,HIGHLAND PARK,1131 RARITAN AVE,1,Regular elementary or secondary,68,13,23,13,19,68,0,0,0,0,0,0,0
A0902225,VERITAS CHRISTIAN ACADEMY,NJ,41.07222,-74.652261,07871,SPARTA,385 HOUSES CORNER RD,1,Regular elementary or secondary,84,21,21,25,17,76,2,3,3,0,0,0,0
A0902305,THE HOLY NAME OF JESUS ACADEMY,NY,44.95586,-74.804091,13662,MASSENA,337 TRIPPANY RD,1,Regular elementary or secondary,120,14,17,18,14,83,1,22,0,0,2,12,51
A0902315,JOSEPH S GRUSS YESHIVA HIGH SCHOOL,NY,40.61579,-73.955391,11230,BROOKLYN,1904 AVENUE N,1,Regular elementary or secondary,90,23,21,24,22,90,0,0,0,0,0,0,0
A0902352,NEFESH ACADEMY,NY,40.60106,-73.954661,11229,BROOKLYN,2005 E 17TH ST,1,Regular elementary or secondary,63,7,11,16,13,63,0,0,0,0,0,0,0
A0902373,SHAARE TORAH HIGH SCHOOL-GIRLS,NY,40.61895,-73.955441,11230,BROOKLYN,1768 OCEAN AVE,1,Regular elementary or secondary,119,22,34,32,31,119,0,0,0,0,0,0,0
A0902443,YESHIVA SHAARE TORAH,NY,40.61633,-73.963961,11230,BROOKLYN,1680 CONEY ISLAND AVE,1,Regular elementary or secondary,787,41,54,51,50,787,0,0,0,0,0,0,0
A0902478,COASTAL CHRISTIAN HIGH SCHOOL,NC,34.132822,-77.889475,28409,WILMINGTON,1150 THE KINGS HWY,1,Regular elementary or secondary,193,60,50,48,35,177,6,5,2,0,0,3,0
A0902486,EPIPHANY SCHOOL,NC,35.1018,-77.073831,28562,NEW BERN,2301 TRENT RD,1,Regular elementary or secondary,468,38,30,33,36,432,1,13,7,0,0,15,0
A0902662,HORIZON CHRISTIAN HIGH SCHOOL,OR,45.35116,-122.774521,97062,TUALATIN,23370 SW BOONES FERRY RD,1,Regular elementary or secondary,151,37,35,36,43,116,3,5,20,3,1,3,0
A0902810,CORNERSTONE CHRISTIAN PREPARATORY ACADEMY,PA,40.287869,-80.011199,15129,SOUTH PARK,3701 BROWNSVILLE RD,1,Regular elementary or secondary,78,14,14,11,16,70,2,3,0,0,0,3,18
A0902935,THE HILL SCHOOL,PA,40.24534,-75.633061,19464,POTTSTOWN,717 E HIGH ST,1,Regular elementary or secondary,503,98,132,131,142,344,34,8,93,1,5,18,0
A0903091,CARDINAL WOERL NORTH CATHOLIC HIGH SCHOOL,PA,40.459568,-79.986156,15212,PITTSBURGH,1400 TROY HILL RD,1,Regular elementary or secondary,202,52,46,49,55,153,27,1,16,0,0,5,0
A0903425,COLUMBIA ACADEMY,TN,35.61501,-87.058361,38401,COLUMBIA,1101 W 7TH ST,1,Regular elementary or secondary,792,82,74,52,41,737,20,5,10,0,0,20,0
A0903453,LIGHTHOUSE ACADEMY,TN,36.526139,-86.114815,37083,LAFAYETTE,5576 HIGHWAY 52 W,1,Regular elementary or secondary,220,11,11,11,11,220,0,0,0,0,0,0,0
A0903467,SACRED HEART OF JESUS HIGH SCHOOL,TN,35.702706,-88.881758,38305,JACKSON,146 MCCLELLAN RD,1,Regular elementary or secondary,83,20,21,22,20,63,9,7,3,0,1,0,0
A0903534,ST JOHN PAUL II HIGH SCHOOL,TX,27.71027,-97.430171,78415,CORPUS CHRISTI,3036 SARATOGA BLVD,1,Regular elementary or secondary,305,79,66,70,90,48,6,233,10,0,0,8,0
A0903622,THE CAMBRIDGE SCHOOL OF DALLAS,TX,32.88146,-96.849541,75229,DALLAS,3877 WALNUT HILL LN,1,Regular elementary or secondary,105,17,28,9,23,68,8,12,14,0,0,3,0
A0903673,COMMUNITY HIGH SCHOOL,VA,37.2721,-79.936461,24013,ROANOKE,302 CAMPBELL AVE SE,1,Regular elementary or secondary,63,20,16,10,17,54,5,3,0,1,0,0,0
A0903699,NEW COVENANT SCHOOLS,VA,37.39616,-79.204651,24501,LYNCHBURG,122 FLEETWOOD DR,1,Regular elementary or secondary,440,28,32,35,16,388,9,9,12,3,1,18,0
A0903713,ST MICHAEL THE ARCHANGEL HIGH SCHOOL,VA,38.29538,-77.554251,22407,FREDERICKSBURG,6301 CAMPUS DR,1,Regular elementary or secondary,100,30,25,20,25,75,4,10,10,0,1,0,0
A0903717,THE GW COMMUNITY SCHOOL,VA,38.81014,-77.254621,22151,SPRINGFIELD,9001 BRADDOCK RD STE 111,1,Regular elementary or secondary,52,3,15,14,20,42,4,5,1,0,0,0,0
A0903775,VALLEY CHRISTIAN SCHOOL,WA,47.64686,-117.267151,99206,SPOKANE VALLEY,10212 E 9TH AVE,1,Regular elementary or secondary,209,21,12,7,16,187,3,3,8,1,0,7,0
A0903869,RIGHT STEP,WI,43.17556,-88.003131,53224,MILWAUKEE,PO BOX 241337,1,Regular elementary or secondary,154,28,25,10,25,4,144,6,0,0,0,0,154
A0903887,JACKSON HOLE COMMUNITY SCHOOL,WY,43.45858,-110.799271,83002,JACKSON,PO BOX 6787,1,Regular elementary or secondary,84,13,20,24,27,82,0,2,0,0,0,0,0
A0970144,WEST MEMPHIS CHRISTIAN,AR,35.15825,-90.183541,72303,WEST MEMPHIS,PO BOX 996 OR 1101 N MISSOURI STREET,1,Regular elementary or secondary,189,11,20,18,21,166,20,0,3,0,0,0,0
A0970662,THE CANTERBURY SCHOOL OF FLORIDA,FL,27.82515,-82.620741,33702,ST PETERSBURG,990 62ND AVE NE,1,Regular elementary or secondary,430,46,34,43,38,363,17,19,14,1,16,0,0
A0971650,VICTORY CHRISTIAN SCHOOL,OK,36.05222,-95.960131,74136,TULSA,7700 S LEWIS AVE,1,Regular elementary or secondary,879,78,82,94,101,497,138,71,126,37,3,7,0
A0990107,GRACE CHRISTIAN ACADEMY,TN,35.89892,-86.957991,37064,FRANKLIN,3279 SOUTHALL RD,1,Regular elementary or secondary,485,46,44,27,22,457,13,5,7,2,1,0,0
A0990136,POPE JOHN PAUL THE GREAT CATHOLIC HIGH SCHOOL,VA,38.56825,-77.285431,22026,DUMFRIES,17700 DOMINICAN DR,1,Regular elementary or secondary,611,160,166,133,152,416,50,58,35,0,4,48,0
A0992025,BRADDY PREPARATORY ACADEMY,GA,33.73962,-84.348611,30316,ATLANTA,542 MORELAND AVE SE,1,Regular elementary or secondary,112,15,10,15,12,1,109,1,0,0,0,1,0
A1100006,LINDSAY LANE CHRISTIAN ACADEMY,AL,34.78782,-86.932511,35613,ATHENS,1300 LINDSAY LN S,1,Regular elementary or secondary,315,20,14,10,11,283,17,4,11,0,0,0,0
A1100046,ST MICHAEL INDIAN SCHOOL,AZ,35.645768,-109.096716,86511,SAINT MICHAELS,PO BOX 650,1,Regular elementary or secondary,371,37,37,29,32,5,2,1,0,363,0,0,258
A1100051,CENTRAL ARKANSAS CHRISTIAN HIGH SCHOOL,AR,34.81563,-92.354391,72113,NORTH LITTLE ROCK,1 WINDSONG DR,1,Regular elementary or secondary,770,73,68,70,90,675,72,4,14,5,0,0,0
A1100062,AGBU VATCHE AND TAMAR MANOUKIAN HIGH SCHOOL,CA,34.16203,-118.099371,91104,PASADENA,2495 E MOUNTAIN ST,1,Regular elementary or secondary,168,43,53,34,38,168,0,0,0,0,0,0,0
A1100080,ARETE PREPARATORY ACADEMY,CA,34.03577,-118.444131,90064,LOS ANGELES,11500 W OLYMPIC BLVD STE 318,1,Regular elementary or secondary,54,17,5,20,12,38,3,10,3,0,0,0,0
A1100104,CALVARY CHRISTIAN SCHOOL,CA,34.19706,-119.189051,93030,OXNARD,936 W 5TH ST,1,Regular elementary or secondary,39,12,6,8,13,13,3,21,1,0,1,0,0
A1100105,CAMBRIAN INTERNATIONAL ACADEMY,CA,37.26129,-121.932771,95124,SAN JOSE,1774 FOXWORTHY AVE STE 1104,1,Regular elementary or secondary,75,11,18,19,16,20,2,3,50,0,0,0,0
A1100386,WEIMAR ACADEMY,CA,39.036763,-120.975509,95736,WEIMAR,PO BOX 486,1,Regular elementary or secondary,59,12,15,15,17,48,5,5,1,0,0,0,0
A1100555,EDUCATORS INC PRIVATE CHRISTIAN SCHOOLS,FL,28.33132,-80.730331,32955,ROCKLEDGE,400 BARTON BLVD STE 204,1,Regular elementary or secondary,230,10,10,10,50,178,5,12,11,0,0,24,0
A1100568,FAMILIES OF FAITH CHRISTIAN ACADEMY INTERNATIONAL,FL,27.985,-81.95671,33813,LAKELAND,4406 S FLORIDA AVE STE 20,1,Regular elementary or secondary,180,22,19,27,25,173,1,6,0,0,0,0,0
A1100606,HIGHPOINT CHRISTIAN ACADEMY,FL,30.11806,-81.798631,32065,ORANGE PARK,84 KNIGHT BOXX RD,1,Regular elementary or secondary,93,13,18,13,16,71,8,11,2,1,0,0,31
A1100712,REVELATION SCHOOL OF FLORIDA,FL,25.5957,-80.364071,33157,CUTLER BAY,10678 SW 186TH ST,1,Regular elementary or secondary,460,80,60,70,100,129,59,110,37,37,44,44,0
A1100756,THE PINE SCHOOL,FL,27.18919,-80.229421,34996,STUART,1300 SE 10TH ST,1,Regular elementary or secondary,357,38,29,46,39,290,8,21,16,0,0,22,0
A1100770,VERITAS ACADEMY OF CENTRAL FLORIDA,FL,28.54514,-81.364931,32793,WINTER PARK,PO BOX 6163,1,Regular elementary or secondary,85,11,11,17,16,67,3,9,2,4,0,0,0
A1100795,ALPHA OMEGA HIGH SCHOOL AND LEARNING CENTER,GA,33.582987,-83.907972,30014,COVINGTON,55 CROWELL RD STE M,1,Regular elementary or secondary,152,25,26,32,45,93,57,2,0,0,0,0,0
A1100833,FRIENDSHIP CHRISTIAN SCHOOL,GA,34.109763,-84.150781,30024,SUWANEE,3160 OLD ATLANTA RD,1,Regular elementary or secondary,231,25,23,13,20,190,7,2,31,0,1,0,0
A1100903,SOUND DOCTRINE CHRISTIAN ACADEMY,GA,33.037521,-85.032678,30241,LAGRANGE,PO BOX 3363,1,Regular elementary or secondary,57,8,7,12,16,0,57,0,0,0,0,0,0
A1100968,THE SAGE SCHOOL,ID,43.50719,-114.304551,83333,HAILEY,PO BOX 30,1,Regular elementary or secondary,89,13,12,11,13,87,0,0,2,0,0,0,0
A1100973,AUSTIN CAREER EDUCATION CENTER,IL,41.89519,-87.760321,60651,CHICAGO,5352 W CHICAGO AVE,5,Career/technical/vocational,144,0,15,58,71,0,130,14,0,0,0,0,92
A1100984,CS ACADEMY,IL,41.78446,-87.654981,60636,CHICAGO,6014 SOUTH RACINE AVE,1,Regular elementary or secondary,89,1,3,5,15,2,67,20,0,0,0,0,87
A1101128,COVENANT CHRISTIAN ACADEMY,LA,29.66396,-90.769511,70364,HOUMA,144 RUE DES AFFAIRES,1,Regular elementary or secondary,490,44,44,28,29,377,96,4,1,3,0,9,0
A1101198,THE GUNSTON SCHOOL,MD,39.07041,-76.092121,21617,CENTREVILLE,PO BOX 200,1,Regular elementary or secondary,182,51,45,47,39,131,4,5,41,0,0,1,0
A1101229,SCHOOL FOR TOMORROW,MD,39.07474,-76.957771,20904,SILVER SPRING,13313 OLD COLUMBIA PIKE,1,Regular elementary or secondary,71,6,10,20,17,59,8,2,2,0,0,0,0
A1101232,SILVER OAK ACADEMY,MD,39.604214,-77.202099,21757,KEYMAR,PO BOX 250,1,Regular elementary or secondary,58,8,11,12,27,3,53,1,1,0,0,0,58
A1101250,NAZARETH ACADEMY,MA,42.51596,-71.071521,01880,WAKEFIELD,27 CORDIS ST,1,Regular elementary or secondary,67,11,8,21,27,49,2,8,7,0,0,1,0
A1101281,DETROIT CRISTO REY HIGH SCHOOL,MI,42.31691,-83.102721,48209,DETROIT,5679 W VERNOR HWY,1,Regular elementary or secondary,298,85,79,68,66,12,83,198,0,0,0,5,274
A1101333,CLINTON CHRISTIAN ACADEMY,MS,32.352011,-90.329013,39056,CLINTON,101 W NORTHSIDE DR,1,Regular elementary or secondary,261,18,20,28,23,172,72,1,12,0,0,4,0
A1101366,LIVING WORD CHRISTIAN SCHOOL,MO,38.8226,-90.673251,63366,O'FALLON,1145 TOM GINNEVER AVE,1,Regular elementary or secondary,761,103,90,84,85,709,25,10,15,2,0,0,0
A1101456,ALMINHAAL ACADEMY,NJ,40.545487,-74.419987,07080,SOUTH PLAINFIELD,1764A NEW DURHAM RD,1,Regular elementary or secondary,285,25,23,17,13,0,10,0,275,0,0,0,0
A1101473,CHRIST THE KING PREPATORY SCHOOL,NJ,40.774436,-74.16498,07104,NEWARK,239 WOODSIDE AVE,1,Regular elementary or secondary,278,86,74,63,55,3,156,85,3,0,2,29,221
A1101504,MAAYANOT YESHIVA HIGH SCHOOL FOR GIRLS,NJ,40.90749,-74.001321,07666,TEANECK,1650 PALISADE AVE,1,Regular elementary or secondary,295,73,71,65,86,295,0,0,0,0,0,0,0
A1101506,MESIVTA NACHLAS YISROEL,NJ,40.0684,-74.191961,08701,LAKEWOOD,1441 OAKWOOD AVE,1,Regular elementary or secondary,108,31,25,26,26,108,0,0,0,0,0,0,43
A1101508,MESIVTA OF LAKEWOOD,NJ,40.10868,-74.228631,08701,LAKEWOOD,415 6TH ST,1,Regular elementary or secondary,247,60,58,58,60,244,1,2,0,0,0,0,0
A1101567,YESHIVA CHAYEI OLAM,NJ,40.07298,-74.245481,08701,LAKEWOOD,14 11TH ST E,1,Regular elementary or secondary,61,13,17,14,17,61,0,0,0,0,0,0,31
A1101572,YESHIVA SHAAREI ORAH,NJ,40.09722,-74.225191,08701,LAKEWOOD,685 8TH ST,1,Regular elementary or secondary,128,30,28,27,28,126,0,0,0,0,0,2,0
A1101577,ALAMO NAVAJO COMMUNITY SCHOOL,NM,34.413786,-107.504038,87825,ALAMO,PO BOX 5907,1,Regular elementary or secondary,306,22,16,18,20,3,0,0,10,293,0,0,0
A1101631,BLESSED VIRGIN MARY-MOTHER OF GOD ACADEMY,NY,43.08229,-76.324691,13164,WARNERS,2656 WARNERS RD,1,Regular elementary or secondary,162,32,18,21,21,155,1,6,0,0,0,0,0
A1101637,BNOS YAAKOV,NY,40.635834,-73.987743,11219,BROOKLYN,4512 14TH AVE,1,Regular elementary or secondary,176,52,41,39,44,176,0,0,0,0,0,0,0
A1101683,CRISTO REY BROOKLYN HIGH SCHOOL,NY,40.639339,-73.941607,11203,BROOKLYN,710 E 37TH ST,1,Regular elementary or secondary,310,99,82,72,57,0,197,109,2,2,0,0,249
A1101688,MESIVTA MAAMAR MORDECHAI,NY,41.11713,-74.045701,10977,SPRING VALLEY,113 MAPLE AVE,1,Regular elementary or secondary,44,13,9,9,13,44,0,0,0,0,0,0,0
A1101693,MONSEY BEIS CHAYA MUSHKA-HIGH SCHOOL,NY,41.09625,-74.082851,10952,AIRMONT,27 S MONSEY RD,1,Regular elementary or secondary,88,27,25,13,23,88,0,0,0,0,0,0,0
A1101706,PASCACK VALLEY LEARING CENTER,NY,41.098266,-74.112093,10952,AIRMONT,27 CHURCH ROAD,1,Regular elementary or secondary,110,10,10,13,16,109,1,0,0,0,0,0,0
A1101773,FREEDOM CHRISTIAN ACADEMY,NC,34.99403,-78.904321,28306,FAYETTEVILLE,3130 GILLESPIE ST,1,Regular elementary or secondary,436,41,34,25,25,218,77,24,0,2,0,115,0
A1101778,GRACE ACADEMY,NC,35.084312,-80.701206,28106,MATTHEWS,PO BOX 2553,1,Regular elementary or secondary,309,34,39,49,38,291,10,3,5,0,0,0,0
A1101829,TRINITY CHRISTIAN SCHOOL,NC,35.11186,-78.904971,28311,FAYETTEVILLE,3727 ROSEHILL RD,1,Regular elementary or secondary,179,15,15,13,20,52,100,10,5,2,0,10,0
A1101917,BEAVER CO CHRISTIAN SCHOOL -UPPER,PA,40.77848,-80.326451,15010,BEAVER FALLS,510 37TH ST,1,Regular elementary or secondary,71,17,15,16,23,65,3,0,0,0,0,3,0
A1101955,HOLY REDEEMER HIGH SCHOOL,PA,41.240881,-75.884335,18701,WILKES BARRE,159 S PENNSYLVANIA AVE,1,Regular elementary or secondary,554,143,127,139,145,528,8,1,11,1,1,4,0
A1102070,COLLEGIATE SCHOOL OF MEMPHIS,TN,35.15047,-89.948761,38122,MEMPHIS,3353 FAXON AVE,1,Regular elementary or secondary,328,58,41,34,31,20,131,155,22,0,0,0,270
A1102142,ATHENS CHRISTIAN PREPARATORY ACADEMY,TX,32.191757,-95.817382,75751,ATHENS,PO BOX 2157,1,Regular elementary or secondary,69,9,15,12,13,62,2,4,0,0,1,0,0
A1102149,CORNERSTONE CHRISTIAN ACADEMY,TX,33.19091,-96.621841,75070,MCKINNEY,PO BOX 3143,1,Regular elementary or secondary,272,13,14,11,13,241,3,7,2,5,2,12,0
A1102249,LIAHONA ACADEMY,UT,37.19946,-113.168808,84779,VIRGIN,PO BOX 790310,1,Regular elementary or secondary,62,12,16,15,11,51,5,2,2,0,1,1,0
A1102306,OAKTREE ACADEMY,VA,36.816274,-76.164071,23464,VIRGINIA BEACH,817 KEMPSVILLE RD,1,Regular elementary or secondary,173,22,10,12,27,150,11,8,3,0,1,0,0
